CBE All Sheds — Assumed RFID Mapping
Counting DB date: 17/07/2026

Tag, shed, breed, type, gender, and kid/adult values come from the CBE Counting DB DB tab.

SUMMARY
Sheds with non-zero count: 63
Assumed RFID rows: 951
Kid: 463 | Adult: 488
Sheep: 365 | Goat: 586 | Unknown: 0
Male: 386 | Female: 565 | Unknown: 0

ASSUMED_RFID	TAG	SHED	TYPE	BREED	GENDER	KID_ADULT
CBE-ASSUMED-RFID-00852	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00853	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00854	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00855	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00856	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00857	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00858	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00859	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00860	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00861	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00862	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00863	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00864	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00865	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00866	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00867	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00868	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00869	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00870	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00871	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00872	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00873	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00874	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00875	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00876	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00877	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00878	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00879	ICU- kid	Yashoda 2	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00880	F2-Male	Yashoda 3	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00881	F2-Male	Yashoda 3	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00882	F2-Male	Yashoda 3	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00883	F2-Male	Yashoda 3	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00884	F2-Male	Yashoda 3	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00885	F2-Male	Yashoda 3	Goat	Sojat	Male	Kid
CBE-ASSUMED-RFID-00886	F2-Male	Yashoda 3	Goat	Sojat	Male	Kid
CBE-ASSUMED-RFID-00887	F2-Male	Yashoda 3	Goat	Sojat	Male	Kid
CBE-ASSUMED-RFID-00888	F2-Male	Yashoda 3	Goat	Sojat	Male	Kid
CBE-ASSUMED-RFID-00889	F2-Male	Yashoda 3	Goat	Sojat	Male	Kid
CBE-ASSUMED-RFID-00890	F2-Male	Yashoda 3	Goat	Sojat	Male	Kid
CBE-ASSUMED-RFID-00891	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00892	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00893	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00894	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00895	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00896	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00897	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00898	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00899	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00900	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00901	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00902	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00903	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00904	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00905	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00906	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00907	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00908	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00909	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00910	ICU- kid	Yashoda 4	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00911	ICU- kid	Yashoda 4	Goat	Osmanabadi	Male	Adult
CBE-ASSUMED-RFID-00912	K1	Yashoda 5	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00913	K2	Yashoda 6	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00914	K2	Yashoda 6	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00915	K2	Yashoda 6	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00916	K2	Yashoda 6	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00917	K2	Yashoda 6	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00918	K2	Yashoda 6	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00919	K2	Yashoda 6	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00920	K2	Yashoda 6	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00921	K2	Yashoda 6	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00922	K2	Yashoda 6	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00923	K2	Yashoda 6	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00924	K2	Yashoda 6	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00925	K2	Yashoda 6	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00926	K2	Yashoda 7	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00927	K2	Yashoda 7	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00928	K2	Yashoda 7	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00929	K2	Yashoda 7	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00930	K2	Yashoda 7	Goat	Boer	Male	Kid
CBE-ASSUMED-RFID-00931	K2	Yashoda 7	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00932	K2	Yashoda 7	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00933	K2	Yashoda 7	Goat	Sojat	Male	Kid
CBE-ASSUMED-RFID-00934	K2	Yashoda 7	Goat	Sojat	Male	Kid
CBE-ASSUMED-RFID-00935	K2	Yashoda 7	Goat	Sojat	Male	Kid
CBE-ASSUMED-RFID-00936	K2	Yashoda 7	Goat	Sojat	Male	Kid
CBE-ASSUMED-RFID-00937	K2	Yashoda 8	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00938	K2	Yashoda 8	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00939	K2	Yashoda 8	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00940	K2	Yashoda 8	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00941	K2	Yashoda 8	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00942	K2	Yashoda 8	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00943	K2	Yashoda 8	Goat	Beetal	Male	Kid
CBE-ASSUMED-RFID-00944	F2- Male	Yashoda 9	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00945	F2- Male	Yashoda 9	Goat	Malai	Male	Kid
CBE-ASSUMED-RFID-00946	F2- Male	Yashoda 9	Goat	Sojat	Male	Kid
CBE-ASSUMED-RFID-00947	F2- Male	Yashoda 9	Goat	Sojat	Male	Kid
CBE-ASSUMED-RFID-00948	F2- Male	Yashoda 9	Goat	Sojat	Male	Kid
CBE-ASSUMED-RFID-00949	F2- Male	Yashoda 9	Goat	Sojat	Male	Kid
CBE-ASSUMED-RFID-00950	F2- Male	Yashoda 9	Goat	Sojat	Male	Kid
CBE-ASSUMED-RFID-00951	F2- Male	Yashoda 9	Goat	Sojat	Male	Kid
